t ax ay az wx wy wz
32.0200 1.9169597 9.5055108 0.3985209 0.5607895 0.5038841 0.0820646
32.0400 1.9135967 9.5095672 0.3971890 0.5589706 0.5033645 0.0910300
32.0600 1.9110945 9.5134459 0.3956410 0.5572118 0.5028205 0.0999245
32.0800 1.9075555 9.5174757 0.3943057 0.5555088 0.5022521 0.1087509
32.1000 1.9042370 9.5214455 0.3928425 0.5538566 0.5016591 0.1175119
32.1200 1.9009647 9.5253764 0.3914655 0.5522499 0.5010416 0.1262102
32.1400 1.8970375 9.5294084 0.3900521 0.5506824 0.5003994 0.1348488
32.1600 1.8938012 9.5332931 0.3885951 0.5491477 0.4997325 0.1434306
32.1800 1.8895232 9.5373414 0.3873180 0.5476384 0.4990407 0.1519586
32.2000 1.8863120 9.5411871 0.3858101 0.5461468 0.4983240 0.1604358
32.2200 1.8820806 9.5451942 0.3845063 0.5446646 0.4975822 0.1688651
32.2400 1.8782938 9.5491100 0.3830971 0.5431831 0.4968154 0.1772494
32.2600 1.8743154 9.5530440 0.3817567 0.5416930 0.4960235 0.1855916
32.2800 1.8708018 9.5568826 0.3803595 0.5401845 0.4952062 0.1938945
32.3000 1.8664389 9.5608649 0.3790228 0.5386475 0.4943635 0.2021606
32.3200 1.8625657 9.5647413 0.3777666 0.5370714 0.4934954 0.2103926
32.3400 1.8588949 9.5685829 0.3763049 0.5354451 0.4926016 0.2185928
32.3600 1.8550696 9.5724329 0.3750529 0.5337575 0.4916820 0.2267634
32.3800 1.8510455 9.5763142 0.3737662 0.5319969 0.4907364 0.2349065
32.4000 1.8470406 9.5801854 0.3724706 0.5301513 0.4897647 0.2430239
32.4200 1.8435132 9.5839615 0.3711576 0.5282085 0.4887667 0.2511172
32.4400 1.8397786 9.5877670 0.3698880 0.5261561 0.4877422 0.2591878
32.4600 1.8358814 9.5915919 0.3686928 0.5239817 0.4866909 0.2672368
32.4800 1.8324165 9.5953372 0.3673558 0.5216723 0.4856126 0.2752650
32.5000 1.8283594 9.5991720 0.3662639 0.5192152 0.4845070 0.2832729
32.5200 1.8249591 9.6028894 0.3649393 0.5165975 0.4833739 0.2912608
32.5400 1.8215931 9.6065835 0.3637602 0.5138062 0.4822128 0.2992286
32.5600 1.8176096 9.6103814 0.3626260 0.5108284 0.4810235 0.3071760
32.5800 1.8140846 9.6140841 0.3614735 0.5076512 0.4798056 0.3151021
32.6000 1.8107854 9.6177365 0.3602570 0.5042618 0.4785587 0.3230060
32.6200 1.8068988 9.6214772 0.3591977 0.5006477 0.4772824 0.3308861
32.6400 1.8036550 9.6250890 0.3580291 0.4967962 0.4759762 0.3387408
32.6600 1.8000169 9.6287522 0.3569742 0.4926951 0.4746398 0.3465677
32.6800 1.7959718 9.6324732 0.3559336 0.4883325 0.4732726 0.3543645
32.7000 1.7928207 9.6360101 0.3548185 0.4836966 0.4718741 0.3621281
32.7200 1.7890207 9.6396408 0.3538142 0.4787761 0.4704438 0.3698554
32.7400 1.7852661 9.6432412 0.3527625 0.4735599 0.4689811 0.3775427
32.7600 1.7810991 9.6468838 0.3518670 0.4680375 0.4674855 0.3851859
32.7800 1.7775981 9.6503792 0.3508296 0.4621987 0.4659563 0.3927807
32.8000 1.7734531 9.6539591 0.3498833 0.4560340 0.4643931 0.4003222
32.8200 1.7693382 9.6574979 0.3489477 0.4495342 0.4627950 0.4078055
32.8400 1.7648202 9.6610698 0.3481137 0.4426908 0.4611616 0.4152249
32.8600 1.7607434 9.6645229 0.3471849 0.4354959 0.4594920 0.4225747
32.8800 1.7557981 9.6680927 0.3463336 0.4279421 0.4577858 0.4298487
32.9000 1.7513279 9.6715232 0.3455298 0.4200228 0.4560421 0.4370405
32.9200 1.7464155 9.6749899 0.3446896 0.4117321 0.4542602 0.4441431
32.9400 1.7410913 9.6784776 0.3439298 0.4030648 0.4524396 0.4511496
32.9600 1.7355691 9.6819438 0.3432303 0.3940163 0.4505795 0.4580525
32.9800 1.7302583 9.6853174 0.3424082 0.3845830 0.4486791 0.4648441
33.0000 1.7243180 9.6887377 0.3417859 0.3747620 0.4467378 0.4715166
33.0200 1.7181649 9.6921369 0.3410947 0.3645511 0.4447548 0.4780618
33.0400 1.7115737 9.6955481 0.3404626 0.3539493 0.4427296 0.4844712
33.0600 1.7052169 9.6988428 0.3398365 0.3429560 0.4406614 0.4907364
33.0800 1.6977780 9.7022641 0.3393142 0.3315718 0.4385494 0.4968486
33.1000 1.6907686 9.7055306 0.3387109 0.3197981 0.4363932 0.5027989
33.1200 1.6828949 9.7088761 0.3382236 0.3076371 0.4341921 0.5085783
33.1400 1.6752368 9.7120999 0.3376958 0.2950920 0.4319453 0.5141775
33.1600 1.6665011 9.7154364 0.3373276 0.2821670 0.4296525 0.5195874
33.1800 1.6581811 9.7186125 0.3368292 0.2688670 0.4273129 0.5247986
33.2000 1.6490013 9.7218564 0.3364704 0.2551980 0.4249262 0.5298020
33.2200 1.6395968 9.7250499 0.3361449 0.2411668 0.4224918 0.5345880
33.2400 1.6297422 9.7282361 0.3358190 0.2267813 0.4200092 0.5391474
33.2600 1.6196859 9.7313613 0.3355773 0.2120502 0.4174782 0.5434709
33.2800 1.6093699 9.7344438 0.3352543 0.1969830 0.4148984 0.5475492
33.3000 1.5982028 9.7375818 0.3351264 0.1815903 0.4122694 0.5513734
33.3200 1.5872284 9.7405872 0.3349270 0.1658834 0.4095912 0.5549344
33.3400 1.5755986 9.7436149 0.3348066 0.1498748 0.4068634 0.5582233
33.3600 1.5635167 9.7466261 0.3347511 0.1335774 0.4040860 0.5612315
33.3800 1.5514281 9.7495379 0.3346904 0.1170053 0.4012591 0.5639505
33.4000 1.5386551 9.7524782 0.3346909 0.1001732 0.3983825 0.5663722
33.4200 1.5261026 9.7552751 0.3346881 0.0830969 0.3954565 0.5684885
33.4400 1.5124361 9.7581804 0.3348311 0.0657926 0.3924813 0.5702918
33.4600 1.4989791 9.7609469 0.3349525 0.0482776 0.3894571 0.5717746
33.4800 1.4854831 9.7636242 0.3350437 0.0305696 0.3863844 0.5729301
33.5000 1.4711316 9.7663604 0.3353395 0.0126872 0.3832635 0.5737514
33.5200 1.4567295 9.7690143 0.3355812 -0.0053504 0.3800951 0.5742324
33.5400 1.4425479 9.7715302 0.3358569 -0.0235232 0.3768797 0.5743670
33.5600 1.4276732 9.7740857 0.3362237 -0.0418110 0.3736182 0.5741500
33.5800 1.4130037 9.7765134 0.3365780 -0.0601927 0.3703115 0.5735762
33.6000 1.3976807 9.7789747 0.3371007 -0.0786467 0.3669603 0.5726411
33.6200 1.3825275 9.7813214 0.3376090 -0.0971512 0.3635659 0.5713407
33.6400 1.3677795 9.7835154 0.3380112 -0.1156836 0.3601293 0.5696716
33.6600 1.3521736 9.7857872 0.3387080 -0.1342211 0.3566519 0.5676306
33.6800 1.3371693 9.7878748 0.3393110 -0.1527405 0.3531350 0.5652153
33.7000 1.3219324 9.7899380 0.3399800 -0.1712184 0.3495801 0.5624238
33.7200 1.3066826 9.7919358 0.3407604 -0.1896310 0.3459888 0.5592549
33.7400 1.2918271 9.7938015 0.3414857 -0.2079542 0.3423629 0.5557077
33.7600 1.2767564 9.7956482 0.3423865 -0.2261639 0.3387040 0.5517821
33.7800 1.2620702 9.7973764 0.3432105 -0.2442358 0.3350142 0.5474787
33.8000 1.2478212 9.7989692 0.3441735 -0.2621456 0.3312954 0.5427983
33.8200 1.2335282 9.8005371 0.3451044 -0.2798688 0.3275499 0.5377429
33.8400 1.2196621 9.8019830 0.3461811 -0.2973810 0.3237798 0.5323146
33.8600 1.2059933 9.8033659 0.3472665 -0.3146579 0.3199875 0.5265165
33.8800 1.1931633 9.8045650 0.3483568 -0.3316752 0.3161755 0.5203520
33.9000 1.1803241 9.8057494 0.3495557 -0.3484089 0.3123463 0.5138256
33.9200 1.1683244 9.8067624 0.3507620 -0.3648350 0.3085026 0.5069419
33.9400 1.1565397 9.8077292 0.3520810 -0.3809300 0.3046471 0.4997065
33.9600 1.1455763 9.8085459 0.3533292 -0.3966706 0.3007826 0.4921254
33.9800 1.1352755 9.8092387 0.3547248 -0.4120337 0.2969120 0.4842055
34.0000 1.1255877 9.8098317 0.3561366 -0.4269967 0.2930385 0.4759540
34.0200 1.1165612 9.8103210 0.3575836 -0.4415375 0.2891650 0.4673789
34.0400 1.1083567 9.8106802 0.3590890 -0.4556343 0.2852947 0.4584886
34.0600 1.1010303 9.8109068 0.3606186 -0.4692660 0.2814309 0.4492924
34.0800 1.0945490 9.8110123 0.3622059 -0.4824120 0.2775769 0.4397999
34.1000 1.0891337 9.8109622 0.3637988 -0.4950523 0.2737360 0.4300213
34.1200 1.0843715 9.8108444 0.3654289 -0.5071674 0.2699117 0.4199674
34.1400 1.0804673 9.8106154 0.3672507 -0.5187386 0.2661075 0.4096495
34.1600 1.0782677 9.8101359 0.3688450 -0.5297480 0.2623268 0.3990794
34.1800 1.0765235 9.8096378 0.3706521 -0.5401784 0.2585733 0.3882693
34.2000 1.0760465 9.8089753 0.3724809 -0.5500132 0.2548506 0.3772320
34.2200 1.0768737 9.8081517 0.3742464 -0.5592368 0.2511623 0.3659807
34.2400 1.0785727 9.8072477 0.3761640 -0.5678344 0.2475120 0.3545288
34.2600 1.0817744 9.8061535 0.3780290 -0.5757921 0.2439035 0.3428905
34.2800 1.0860544 9.8049566 0.3799015 -0.5830968 0.2403405 0.3310799
34.3000 1.0916287 9.8036154 0.3818350 -0.5897364 0.2368266 0.3191118
34.3200 1.0983014 9.8021748 0.3838208 -0.5956998 0.2333656 0.3070011
34.3400 1.1064792 9.8005616 0.3857829 -0.6009767 0.2299612 0.2947631
34.3600 1.1161606 9.7987812 0.3877070 -0.6055580 0.2266170 0.2824132
34.3800 1.1265134 9.7969943 0.3897864 -0.6094354 0.2233368 0.2699671
34.4000 1.1388153 9.7949601 0.3917804 -0.6126017 0.2201241 0.2574408
34.4200 1.1523916 9.7928166 0.3937190 -0.6150507 0.2169827 0.2448502
34.4400 1.1670869 9.7905856 0.3958074 -0.6167774 0.2139162 0.2322116
34.4600 1.1830692 9.7882476 0.3978411 -0.6177776 0.2109280 0.2195411
34.4800 1.2007825 9.7857117 0.3998695 -0.6180483 0.2080217 0.2068552
34.5000 1.2197965 9.7830710 0.4018168 -0.6175875 0.2052007 0.1941700
34.5200 1.2396962 9.7803952 0.4039372 -0.6163943 0.2024686 0.1815021
34.5400 1.2613176 9.7775343 0.4059167 -0.6144690 0.1998285 0.1688675
34.5600 1.2842347 9.7745654 0.4079096 -0.6118125 0.1972837 0.1562827
34.5800 1.3082547 9.7715265 0.4099271 -0.6084273 0.1948376 0.1437635
34.6000 1.3340033 9.7682955 0.4118708 -0.6043167 0.1924932 0.1313261
34.6200 1.3603920 9.7650862 0.4138348 -0.5994849 0.1902535 0.1189862
34.6400 1.3883185 9.7617123 0.4158498 -0.5939373 0.1881216 0.1067594
34.6600 1.4177465 9.7581971 0.4176231 -0.5876804 0.1861003 0.0946610
34.6800 1.4473981 9.7547652 0.4196605 -0.5807215 0.1841923 0.0827062
34.7000 1.4792146 9.7510508 0.4214523 -0.5730690 0.1824004 0.0709096
34.7200 1.5114618 9.7473827 0.4233063 -0.5647322 0.1807272 0.0592858
34.7400 1.5450089 9.7435888 0.4250798 -0.5557215 0.1791751 0.0478489
34.7600 1.5792122 9.7397845 0.4269305 -0.5460480 0.1777464 0.0366125
34.7800 1.6148945 9.7358177 0.4285342 -0.5357238 0.1764435 0.0255900
34.8000 1.6508274 9.7319040 0.4303269 -0.5247620 0.1752684 0.0147942
34.8200 1.6880316 9.7278554 0.4319004 -0.5131764 0.1742232 0.0042375
34.8400 1.7256814 9.7238127 0.4335615 -0.5009817 0.1733098 -0.0060682
34.8600 1.7641530 9.7197061 0.4350892 -0.4881933 0.1725300 -0.0161114
34.8800 1.8032972 9.7155504 0.4365958 -0.4748275 0.1718853 -0.0258814
34.9000 1.8426337 9.7114346 0.4380804 -0.4609013 0.1713774 -0.0353677
34.9200 1.8830432 9.7071775 0.4394396 -0.4464322 0.1710075 -0.0445608
34.9400 1.9232097 9.7030254 0.4408495 -0.4314387 0.1707770 -0.0534515
34.9600 1.9642336 9.6987596 0.4420844 -0.4159398 0.1706869 -0.0620311
34.9800 2.0050342 9.6945749 0.4433617 -0.3999549 0.1707383 -0.0702919
35.0000 2.0462289 9.6903425 0.4445723 -0.3835042 0.1709319 -0.0782265
35.0200 2.0874124 9.6861347 0.4456982 -0.3666084 0.1712685 -0.0858284
35.0400 2.1287726 9.6819025 0.4467336 -0.3492886 0.1717486 -0.0930915
35.0600 2.1699089 9.6777124 0.4477241 -0.3315664 0.1723727 -0.1000106
35.0800 2.2110023 9.6735167 0.4486561 -0.3134638 0.1731409 -0.1065811
35.1000 2.2512144 9.6694666 0.4496278 -0.2950031 0.1740535 -0.1127991
35.1200 2.2918133 9.6653096 0.4503823 -0.2762070 0.1751104 -0.1186613
35.1400 2.3319334 9.6611974 0.4510908 -0.2570985 0.1763114 -0.1241651
35.1600 2.3707538 9.6572743 0.4518912 -0.2377009 0.1776562 -0.1293088
35.1800 2.4099342 9.6532145 0.4524309 -0.2180375 0.1791444 -0.1340911
35.2000 2.4477910 9.6493249 0.4530311 -0.1981320 0.1807754 -0.1385115
35.2200 2.4849412 9.6454793 0.4535140 -0.1780081 0.1825484 -0.1425704
35.2400 2.5212014 9.6416941 0.4539935 -0.1576897 0.1844625 -0.1462685
35.2600 2.5567433 9.6379309 0.4543314 -0.1372007 0.1865166 -0.1496074
35.2800 2.5909417 9.6342962 0.4546342 -0.1165648 0.1887096 -0.1525894
35.3000 2.6242282 9.6306930 0.4548527 -0.0958061 0.1910402 -0.1552174
35.3200 2.6559393 9.6272328 0.4551342 -0.0749484 0.1935068 -0.1574948
35.3400 2.6867307 9.6237921 0.4551588 -0.0540153 0.1961078 -0.1594258
35.3600 2.7159584 9.6204638 0.4552972 -0.0330304 0.1988415 -0.1610152
35.3800 2.7435943 9.6172596 0.4552783 -0.0120171 0.2017059 -0.1622683
35.4000 2.7702950 9.6140331 0.4551326 0.0090013 0.2046990 -0.1631912
35.4200 2.7943776 9.6110904 0.4551880 0.0300019 0.2078185 -0.1637904
35.4400 2.8179201 9.6080389 0.4548810 0.0509620 0.2110623 -0.1640729
35.4600 2.8388089 9.6052589 0.4547387 0.0718593 0.2144277 -0.1640463
35.4800 2.8585535 9.6024593 0.4544078 0.0926716 0.2179122 -0.1637187
35.5000 2.8758569 9.5998764 0.4541162 0.1133774 0.2215131 -0.1630988
35.5200 2.8915521 9.5973409 0.4537435 0.1339553 0.2252275 -0.1621956
35.5400 2.9054598 9.5948779 0.4533218 0.1543845 0.2290523 -0.1610185
35.5600 2.9173440 9.5925318 0.4527769 0.1746445 0.2329846 -0.1595775
35.5800 2.9265522 9.5904121 0.4523191 0.1947155 0.2370210 -0.1578828
35.6000 2.9343977 9.5882597 0.4517601 0.2145780 0.2411581 -0.1559451
35.6200 2.9397861 9.5862865 0.4511304 0.2342131 0.2453926 -0.1537754
35.6400 2.9431267 9.5844033 0.4504440 0.2536024 0.2497208 -0.1513848
35.6600 2.9440526 9.5826712 0.4498152 0.2727281 0.2541390 -0.1487850
35.6800 2.9429203 9.5810233 0.4491033 0.2915730 0.2586435 -0.1459877
35.7000 2.9397798 9.5794484 0.4482728 0.3101206 0.2632302 -0.1430050
35.7200 2.9341818 9.5780234 0.4474779 0.3283547 0.2678953 -0.1398490
35.7400 2.9259128 9.5767874 0.4467428 0.3462601 0.2726346 -0.1365321
35.7600 2.9162521 9.5754995 0.4458016 0.3638220 0.2774439 -0.1330666
35.7800 2.9039467 9.5743941 0.4449077 0.3810263 0.2823189 -0.1294653
35.8000 2.8889613 9.5734790 0.4440482 0.3978597 0.2872554 -0.1257408
35.8200 2.8723716 9.5725491 0.4430747 0.4143094 0.2922488 -0.1219056
35.8400 2.8533477 9.5717653 0.4420969 0.4303635 0.2972947 -0.1179725
35.8600 2.8318691 9.5711317 0.4411551 0.4460105 0.3023885 -0.1139542
35.8800 2.8087975 9.5704890 0.4400894 0.4612399 0.3075257 -0.1098632
35.9000 2.7830724 9.5700412 0.4390971 0.4760417 0.3127014 -0.1057120
35.9200 2.7555297 9.5696375 0.4379947 0.4904066 0.3179111 -0.1015132
35.9400 2.7255678 9.5693905 0.4369887 0.5043262 0.3231499 -0.0972790
35.9600 2.6940045 9.5691555 0.4358850 0.5177926 0.3284131 -0.0930215
35.9800 2.6602484 9.5690495 0.4348151 0.5307988 0.3336958 -0.0887527
36.0000 2.6244404 9.5690591 0.4336730 0.5433382 0.3389932 -0.0844843
36.0200 2.5870950 9.5690827 0.4325659 0.5554053 0.3443003 -0.0802278
36.0400 2.5477321 9.5692313 0.4314104 0.5669950 0.3496124 -0.0759944
36.0600 2.5065977 9.5694591 0.4303058 0.5781030 0.3549245 -0.0717951
36.0800 2.4638863 9.5697455 0.4291319 0.5887257 0.3602318 -0.0676405
36.1000 2.4196307 9.5700893 0.4279794 0.5988600 0.3655294 -0.0635410
36.1200 2.3735835 9.5705534 0.4268240 0.6085038 0.3708124 -0.0595065
36.1400 2.3264133 9.5710196 0.4256160 0.6176555 0.3760759 -0.0555466
36.1600 2.2779141 9.5715382 0.4244150 0.6263140 0.3813153 -0.0516706
36.1800 2.2274542 9.5722415 0.4233393 0.6344790 0.3865257 -0.0478872
36.2000 2.1767032 9.5728315 0.4220389 0.6421508 0.3917023 -0.0442050
36.2200 2.1244384 9.5735464 0.4208430 0.6493304 0.3968406 -0.0406319
36.2400 2.0708411 9.5743663 0.4197218 0.6560193 0.4019358 -0.0371754
36.2600 2.0170163 9.5750993 0.4184557 0.6622196 0.4069834 -0.0338426
36.2800 1.9616330 9.5760137 0.4172527 0.6679340 0.4119790 -0.0306402
36.3000 1.9062688 9.5768130 0.4160630 0.6731657 0.4169180 -0.0275743
36.3200 1.8495665 9.5777883 0.4148202 0.6779185 0.4217961 -0.0246505
36.3400 1.7926606 9.5787223 0.4136343 0.6821968 0.4266091 -0.0218742
36.3600 1.7353136 9.5796828 0.4124348 0.6860054 0.4313528 -0.0192498
36.3800 1.6777305 9.5806489 0.4111635 0.6893497 0.4360231 -0.0167818
36.4000 1.6195263 9.5817039 0.4099809 0.6922354 0.4406160 -0.0144736
36.4200 1.5619630 9.5826230 0.4087098 0.6946689 0.4451277 -0.0123287
36.4400 1.5033253 9.5837546 0.4075231 0.6966569 0.4495545 -0.0103495
36.4600 1.4453614 9.5847739 0.4062868 0.6982065 0.4538926 -0.0085384
36.4800 1.3878412 9.5857425 0.4050131 0.6993253 0.4581386 -0.0068971
36.5000 1.3296924 9.5868792 0.4038877 0.7000212 0.4622891 -0.0054266
36.5200 1.2728541 9.5878372 0.4025021 0.7003027 0.4663408 -0.0041279
36.5400 1.2156236 9.5889398 0.4013968 0.7001784 0.4702906 -0.0030010
36.5600 1.1594999 9.5899316 0.4000914 0.6996572 0.4741354 -0.0020457
36.5800 1.1040517 9.5908983 0.3988468 0.6987487 0.4778726 -0.0012614
36.6000 1.0486416 9.5919833 0.3976371 0.6974624 0.4814993 -0.0006468
36.6200 0.9950097 9.5928602 0.3963527 0.6958082 0.4850129 -0.0002004
36.6400 0.9411850 9.5939277 0.3951350 0.6937963 0.4884112 0.0000799
36.6600 0.8893626 9.5947682 0.3938651 0.6914373 0.4916917 0.0001966
36.6800 0.8377995 9.5957386 0.3926090 0.6887417 0.4948525 0.0001525
36.7000 0.7875907 9.5966302 0.3914128 0.6857204 0.4978915 -0.0000490
36.7200 0.7389306 9.5974272 0.3900836 0.6823846 0.5008069 -0.0004043
36.7400 0.6912000 9.5982506 0.3888594 0.6787455 0.5035972 -0.0009093
36.7600 0.6446066 9.5990780 0.3875982 0.6748145 0.5062608 -0.0015597
36.7800 0.5997940 9.5997904 0.3863112 0.6706031 0.5087963 -0.0023508
36.8000 0.5561235 9.6005201 0.3850766 0.6661232 0.5112027 -0.0032776
36.8200 0.5140310 9.6011950 0.3837891 0.6613863 0.5134789 -0.0043347
36.8400 0.4735139 9.6018166 0.3825709 0.6564045 0.5156240 -0.0055165
36.8600 0.4345699 9.6024023 0.3812567 0.6511897 0.5176373 -0.0068173
36.8800 0.3969866 9.6029912 0.3800199 0.6457540 0.5195183 -0.0082308
36.9000 0.3614279 9.6034629 0.3787545 0.6401095 0.5212666 -0.0097508
36.9200 0.3276522 9.6038717 0.3774441 0.6342682 0.5228819 -0.0113709
36.9400 0.2948079 9.6043835 0.3762370 0.6282423 0.5243642 -0.0130843
36.9600 0.2644224 9.6047074 0.3749574 0.6220440 0.5257134 -0.0148842
36.9800 0.2356043 9.6050202 0.3736760 0.6156854 0.5269298 -0.0167637
37.0000 0.2083805 9.6053169 0.3724238 0.6091787 0.5280137 -0.0187157
37.0200 0.1831492 9.6055228 0.3711466 0.6025359 0.5289656 -0.0207330
37.0400 0.1593217 9.6057491 0.3699670 0.5957691 0.5297861 -0.0228084
37.0600 0.1374643 9.6058957 0.3686546 0.5888903 0.5304759 -0.0249346
37.0800 0.1176547 9.6059361 0.3673962 0.5819114 0.5310358 -0.0271044
37.1000 0.0989690 9.6060526 0.3661977 0.5748442 0.5314670 -0.0293104
37.1200 0.0825351 9.6060253 0.3649358 0.5677007 0.5317704 -0.0315453
37.1400 0.0674364 9.6060266 0.3637419 0.5604923 0.5319473 -0.0338019
37.1600 0.0541578 9.6059621 0.3625132 0.5532307 0.5319991 -0.0360730
37.1800 0.0428627 9.6057962 0.3612309 0.5459273 0.5319273 -0.0383514
37.2000 0.0325169 9.6057170 0.3601355 0.5385934 0.5317332 -0.0406301
37.2200 0.0243854 9.6054866 0.3588693 0.5312403 0.5314188 -0.0429023
37.2400 0.0176049 9.6052566 0.3576982 0.5238789 0.5309855 -0.0451611
37.2600 0.0119693 9.6050650 0.3565559 0.5165201 0.5304354 -0.0473998
37.2800 0.0083363 9.6047375 0.3553791 0.5091747 0.5297704 -0.0496120
37.3000 0.0060462 9.6043964 0.3541955 0.5018532 0.5289924 -0.0517915
37.3200 0.0044655 9.6041528 0.3531336 0.4945661 0.5281035 -0.0539320
37.3400 0.0053053 9.6036725 0.3519195 0.4873235 0.5271059 -0.0560278
37.3600 0.0066377 9.6033124 0.3508870 0.4801355 0.5260018 -0.0580732
37.3800 0.0090742 9.6029552 0.3497788 0.4730119 0.5247935 -0.0600627
37.4000 0.0131057 9.6024870 0.3487275 0.4659625 0.5234833 -0.0619913
37.4200 0.0182144 9.6020063 0.3476276 0.4589965 0.5220736 -0.0638539
37.4400 0.0238345 9.6016062 0.3466557 0.4521234 0.5205669 -0.0656460
37.4600 0.0311896 9.6010469 0.3455525 0.4453521 0.5189656 -0.0673633
37.4800 0.0386022 9.6006356 0.3446154 0.4386914 0.5172723 -0.0690016
37.5000 0.0475440 9.6000818 0.3436095 0.4321501 0.5154895 -0.0705573
37.5200 0.0565384 9.5996580 0.3427220 0.4257365 0.5136198 -0.0720270
37.5400 0.0670489 9.5990764 0.3416985 0.4194587 0.5116658 -0.0734074
37.5600 0.0776018 9.5986039 0.3408217 0.4133248 0.5096302 -0.0746959
37.5800 0.0888157 9.5981140 0.3399587 0.4073425 0.5075155 -0.0758900
37.6000 0.1009206 9.5975532 0.3390557 0.4015193 0.5053244 -0.0769876
37.6200 0.1126121 9.5971621 0.3382597 0.3958625 0.5030596 -0.0779868
37.6400 0.1256154 9.5965972 0.3373935 0.3903791 0.5007238 -0.0788862
37.6600 0.1384275 9.5961384 0.3366140 0.3850760 0.4983196 -0.0796847
37.6800 0.1516586 9.5956587 0.3358422 0.3799598 0.4958497 -0.0803816
37.7000 0.1649306 9.5952208 0.3351280 0.3750368 0.4933168 -0.0809763
37.7200 0.1781935 9.5948288 0.3344031 0.3703132 0.4907235 -0.0814688
37.7400 0.1921144 9.5943391 0.3337119 0.3657949 0.4880724 -0.0818592
37.7600 0.2056103 9.5939606 0.3329966 0.3614875 0.4853662 -0.0821483
37.7800 0.2188996 9.5936310 0.3324690 0.3573966 0.4826075 -0.0823367
37.8000 0.2328190 9.5931972 0.3317260 0.3535273 0.4797988 -0.0824258
37.8200 0.2456828 9.5929600 0.3312754 0.3498846 0.4769428 -0.0824171
37.8400 0.2593898 9.5925630 0.3305946 0.3464734 0.4740419 -0.0823123
37.8600 0.2722550 9.5923117 0.3301178 0.3432981 0.4710987 -0.0821136
37.8800 0.2848726 9.5920945 0.3296087 0.3403630 0.4681157 -0.0818234
37.9000 0.2975132 9.5918493 0.3291360 0.3376723 0.4650953 -0.0814445
37.9200 0.3099095 9.5916284 0.3286226 0.3352299 0.4620399 -0.0809797
37.9400 0.3216614 9.5914991 0.3282281 0.3330395 0.4589519 -0.0804324
37.9600 0.3334191 9.5913354 0.3278333 0.3311044 0.4558336 -0.0798059
37.9800 0.3447231 9.5912288 0.3273750 0.3294280 0.4526874 -0.0791041
38.0000 0.3555962 9.5911630 0.3270538 0.3280132 0.4495156 -0.0783308
38.0200 0.3660316 9.5911444 0.3267409 0.3268630 0.4463203 -0.0774903
38.0400 0.3762411 9.5911346 0.3263594 0.3259800 0.4431039 -0.0765870
38.0600 0.3862231 9.5911250 0.3260924 0.3253666 0.4398683 -0.0756253
38.0800 0.3955685 9.5912044 0.3257954 0.3250250 0.4366159 -0.0746100
38.1000 0.4048990 9.5912505 0.3254957 0.3249575 0.4333485 -0.0735460
38.1200 0.4135647 9.5913900 0.3252721 0.3251657 0.4300683 -0.0724384
38.1400 0.4220390 9.5915365 0.3250446 0.3256515 0.4267774 -0.0712923
38.1600 0.4302731 9.5917052 0.3247757 0.3264164 0.4234775 -0.0701130
38.1800 0.4380764 9.5919294 0.3246455 0.3274616 0.4201707 -0.0689058
38.2000 0.4458995 9.5921373 0.3244089 0.3287885 0.4168588 -0.0676764
38.2200 0.4534739 9.5923830 0.3241640 0.3303981 0.4135437 -0.0664301
38.2400 0.4608689 9.5926531 0.3240385 0.3322912 0.4102272 -0.0651725
38.2600 0.4678173 9.5930158 0.3238609 0.3344685 0.4069110 -0.0639093
38.2800 0.4752107 9.5932990 0.3237145 0.3369307 0.4035969 -0.0626461
38.3000 0.4821808 9.5936869 0.3235008 0.3396782 0.4002866 -0.0613886
38.3200 0.4898080 9.5939700 0.3233388 0.3427112 0.3969816 -0.0601423
38.3400 0.4965908 9.5944542 0.3232143 0.3460299 0.3936837 -0.0589129
38.3600 0.5042427 9.5948162 0.3230409 0.3496344 0.3903944 -0.0577058
38.3800 0.5119214 9.5952321 0.3228246 0.3535246 0.3871153 -0.0565267
38.4000 0.5200404 9.5956275 0.3226463 0.3577003 0.3838478 -0.0553807
38.4200 0.5279863 9.5961340 0.3225178 0.3621612 0.3805936 -0.0542733
38.4400 0.5368042 9.5965643 0.3223027 0.3669069 0.3773539 -0.0532097
38.4600 0.5463004 9.5969670 0.3220324 0.3719368 0.3741303 -0.0521949
38.4800 0.5558356 9.5974717 0.3218918 0.3772503 0.3709241 -0.0512338
38.5000 0.5664764 9.5978955 0.3215779 0.3828468 0.3677368 -0.0503312
38.5200 0.5775918 9.5983621 0.3213758 0.3887253 0.3645696 -0.0494917
38.5400 0.5893873 9.5988546 0.3210655 0.3948852 0.3614238 -0.0487197
38.5600 0.6025235 9.5992515 0.3207468 0.4013253 0.3583008 -0.0480194
38.5800 0.6163634 9.5996917 0.3204185 0.4080446 0.3552018 -0.0473948
38.6000 0.6313127 9.6001096 0.3200642 0.4150421 0.3521281 -0.0468497
38.6200 0.6469760 9.6005955 0.3197010 0.4223166 0.3490808 -0.0463876
38.6400 0.6648442 9.6008756 0.3192024 0.4298667 0.3460612 -0.0460118
38.6600 0.6827648 9.6013746 0.3188240 0.4376914 0.3430704 -0.0457254
38.6800 0.7031380 9.6016462 0.3183005 0.4457891 0.3401095 -0.0455312
