t lat lon h Vxg Vyg Vzg pitch roll tHdg
69.8600 37.6212976 -122.3803618 19.5313762 6.0683874 -1.5843440 -10.4402126 11.3093600 13.3879498 291.7921528
69.8800 37.6212986 -122.3803641 19.4996738 6.0702838 -1.5851208 -10.4361311 11.3086585 13.3888621 291.8110343
69.9000 37.6212997 -122.3803665 19.4679552 6.0721230 -1.5859281 -10.4318908 11.3079515 13.3898074 291.8299176
69.9200 37.6213008 -122.3803689 19.4362200 6.0739147 -1.5867620 -10.4275092 11.3072390 13.3907855 291.8488020
69.9400 37.6213019 -122.3803712 19.4044676 6.0756652 -1.5876188 -10.4230175 11.3065211 13.3917966 291.8676870
69.9600 37.6213030 -122.3803736 19.3726977 6.0773813 -1.5884948 -10.4184198 11.3057978 13.3928407 291.8865719
69.9800 37.6213041 -122.3803759 19.3409100 6.0790701 -1.5893861 -10.4137471 11.3050692 13.3939178 291.9054564
70.0000 37.6213052 -122.3803783 19.3091042 6.0807401 -1.5902891 -10.4090171 11.3043355 13.3950279 291.9243399
70.0200 37.6213063 -122.3803807 19.2772802 6.0823960 -1.5912001 -10.4042431 11.3035966 13.3961711 291.9432219
70.0400 37.6213074 -122.3803830 19.2454379 6.0840465 -1.5921155 -10.3994513 11.3028528 13.3973474 291.9621022
70.0600 37.6213085 -122.3803854 19.2135772 6.0856972 -1.5930319 -10.3946464 11.3021041 13.3985569 291.9809802
70.0800 37.6213096 -122.3803877 19.1816983 6.0873546 -1.5939457 -10.3898591 11.3013505 13.3997996 291.9998557
70.1000 37.6213107 -122.3803901 19.1498013 6.0890262 -1.5948535 -10.3851029 11.3005922 13.4010757 292.0187282
70.1200 37.6213118 -122.3803924 19.1178862 6.0907176 -1.5957522 -10.3803906 11.2998292 13.4023851 292.0375976
70.1400 37.6213128 -122.3803948 19.0859534 6.0924345 -1.5966386 -10.3757491 11.2990617 13.4037279 292.0564635
70.1600 37.6213139 -122.3803971 19.0540033 6.0941832 -1.5975095 -10.3711869 11.2982897 13.4051042 292.0753256
70.1800 37.6213150 -122.3803995 19.0220360 6.0959690 -1.5983620 -10.3667086 11.2975134 13.4065141 292.0941838
70.2000 37.6213161 -122.3804018 18.9900522 6.0977978 -1.5991933 -10.3623540 11.2967329 13.4079576 292.1130379
70.2200 37.6213172 -122.3804042 18.9580521 6.0996752 -1.6000006 -10.3581141 11.2959482 13.4094348 292.1318877
70.2400 37.6213183 -122.3804065 18.9260365 6.1016051 -1.6007813 -10.3540154 11.2951594 13.4109458 292.1507330
70.2600 37.6213194 -122.3804089 18.8940059 6.1035935 -1.6015330 -10.3500668 11.2943667 13.4124907 292.1695737
70.2800 37.6213205 -122.3804112 18.8619608 6.1056433 -1.6022533 -10.3462771 11.2935702 13.4140695 292.1884096
70.3000 37.6213216 -122.3804136 18.8299020 6.1077599 -1.6029402 -10.3426681 11.2927699 13.4156823 292.2072408
70.3200 37.6213227 -122.3804159 18.7978302 6.1099473 -1.6035914 -10.3392315 11.2919660 13.4173292 292.2260670
70.3400 37.6213238 -122.3804183 18.7657461 6.1122093 -1.6042052 -10.3359978 11.2911585 13.4190102 292.2448883
70.3600 37.6213249 -122.3804206 18.7336505 6.1145475 -1.6047798 -10.3329628 11.2903477 13.4207255 292.2637046
70.3800 37.6213260 -122.3804230 18.7015442 6.1169677 -1.6053136 -10.3301394 11.2895335 13.4224750 292.2825159
70.4000 37.6213271 -122.3804253 18.6694281 6.1194712 -1.6058052 -10.3275324 11.2887161 13.4242589 292.3013221
70.4200 37.6213282 -122.3804276 18.6373030 6.1220599 -1.6062534 -10.3251548 11.2878955 13.4260773 292.3201233
70.4400 37.6213293 -122.3804300 18.6051699 6.1247370 -1.6066571 -10.3230069 11.2870720 13.4279301 292.3389194
70.4600 37.6213304 -122.3804323 18.5730296 6.1275047 -1.6070152 -10.3210926 11.2862456 13.4298174 292.3577104
70.4800 37.6213315 -122.3804347 18.5408830 6.1303638 -1.6073271 -10.3194169 11.2854164 13.4317393 292.3764965
70.5000 37.6213326 -122.3804370 18.5087312 6.1333152 -1.6075920 -10.3179837 11.2845845 13.4336958 292.3952775
70.5200 37.6213337 -122.3804393 18.4765750 6.1363616 -1.6078097 -10.3168021 11.2837500 13.4356870 292.4140536
70.5400 37.6213348 -122.3804417 18.4444154 6.1395020 -1.6079797 -10.3158632 11.2829130 13.4377128 292.4328248
70.5600 37.6213359 -122.3804440 18.4122534 6.1427375 -1.6081019 -10.3151716 11.2820736 13.4397733 292.4515910
70.5800 37.6213370 -122.3804464 18.3800898 6.1460676 -1.6081764 -10.3147269 11.2812320 13.4418685 292.4703525
70.6000 37.6213381 -122.3804487 18.3479258 6.1494928 -1.6082034 -10.3145338 11.2803881 13.4439984 292.4891091
70.6200 37.6213392 -122.3804510 18.3157621 6.1530125 -1.6081831 -10.3145791 11.2795422 13.4461630 292.5078610
70.6400 37.6213403 -122.3804534 18.2835998 6.1566257 -1.6081161 -10.3148759 11.2786943 13.4483623 292.5266081
70.6600 37.6213414 -122.3804557 18.2514397 6.1603301 -1.6080030 -10.3154067 11.2778445 13.4505962 292.5453505
70.6800 37.6213425 -122.3804581 18.2192828 6.1641268 -1.6078446 -10.3161757 11.2769929 13.4528648 292.5640883
70.7000 37.6213437 -122.3804604 18.1871300 6.1680126 -1.6076418 -10.3171741 11.2761396 13.4551679 292.5828215
70.7200 37.6213448 -122.3804627 18.1549821 6.1719846 -1.6073957 -10.3184023 11.2752847 13.4575054 292.6015501
70.7400 37.6213459 -122.3804651 18.1228399 6.1760428 -1.6071074 -10.3198464 11.2744282 13.4598775 292.6202740
70.7600 37.6213470 -122.3804674 18.0907044 6.1801834 -1.6067783 -10.3215025 11.2735704 13.4622838 292.6389934
70.7800 37.6213481 -122.3804698 18.0585762 6.1844042 -1.6064099 -10.3233704 11.2727111 13.4647244 292.6577082
70.8000 37.6213492 -122.3804721 18.0264561 6.1887019 -1.6060036 -10.3254281 11.2718506 13.4671991 292.6764183
70.8200 37.6213503 -122.3804744 17.9943449 6.1930735 -1.6055613 -10.3276844 11.2709889 13.4697079 292.6951239
70.8400 37.6213514 -122.3804768 17.9622432 6.1975161 -1.6050845 -10.3301172 11.2701261 13.4722505 292.7138248
70.8600 37.6213525 -122.3804791 17.9301517 6.2020254 -1.6045753 -10.3327222 11.2692622 13.4748268 292.7325210
70.8800 37.6213537 -122.3804815 17.8980710 6.2065983 -1.6040355 -10.3354816 11.2683974 13.4774368 292.7512124
70.9000 37.6213548 -122.3804838 17.8660016 6.2112304 -1.6034674 -10.3383999 11.2675317 13.4800801 292.7698989
70.9200 37.6213559 -122.3804862 17.8339442 6.2159177 -1.6028729 -10.3414551 11.2666651 13.4827566 292.7885806
70.9400 37.6213570 -122.3804885 17.8018991 6.2206559 -1.6022544 -10.3446339 11.2657978 13.4854660 292.8072572
70.9600 37.6213581 -122.3804908 17.7698668 6.2254415 -1.6016141 -10.3479317 11.2649298 13.4882083 292.8259287
70.9800 37.6213592 -122.3804932 17.7378477 6.2302686 -1.6009544 -10.3513399 11.2640612 13.4909832 292.8445948
71.0000 37.6213604 -122.3804955 17.7058421 6.2351328 -1.6002776 -10.3548321 11.2631920 13.4937903 292.8632556
71.0200 37.6213615 -122.3804979 17.6738504 6.2400311 -1.5995862 -10.3584036 11.2623223 13.4966295 292.8819107
71.0400 37.6213626 -122.3805002 17.6418728 6.2449559 -1.5988829 -10.3620502 11.2614522 13.4995005 292.9005601
71.0600 37.6213637 -122.3805026 17.6099094 6.2499039 -1.5981699 -10.3657410 11.2605817 13.5024030 292.9192035
71.0800 37.6213649 -122.3805049 17.5779604 6.2548701 -1.5974499 -10.3694804 11.2597108 13.5053367 292.9378407
71.1000 37.6213660 -122.3805073 17.5460259 6.2598495 -1.5967255 -10.3732463 11.2588396 13.5083013 292.9564715
71.1200 37.6213671 -122.3805096 17.5141059 6.2648365 -1.5959993 -10.3770208 11.2579681 13.5112965 292.9750957
71.1400 37.6213682 -122.3805120 17.4822004 6.2698257 -1.5952738 -10.3808045 11.2570965 13.5143220 292.9937128
71.1600 37.6213694 -122.3805144 17.4503094 6.2748132 -1.5945516 -10.3845705 11.2562246 13.5173773 293.0123228
71.1800 37.6213705 -122.3805167 17.4184327 6.2797928 -1.5938354 -10.3883143 11.2553527 13.5204623 293.0309253
71.2000 37.6213716 -122.3805191 17.3865701 6.2847596 -1.5931276 -10.3920185 11.2544807 13.5235765 293.0495199
71.2200 37.6213727 -122.3805214 17.3547215 6.2897086 -1.5924309 -10.3956743 11.2536086 13.5267195 293.0681063
71.2400 37.6213739 -122.3805238 17.3228865 6.2946349 -1.5917477 -10.3992638 11.2527365 13.5298909 293.0866842
71.2600 37.6213750 -122.3805261 17.2910649 6.2995334 -1.5910805 -10.4027738 11.2518645 13.5330905 293.1052532
71.2800 37.6213761 -122.3805285 17.2592563 6.3043991 -1.5904319 -10.4062003 11.2509925 13.5363177 293.1238130
71.3000 37.6213773 -122.3805309 17.2274602 6.3092266 -1.5898040 -10.4095251 11.2501206 13.5395722 293.1423631
71.3200 37.6213784 -122.3805332 17.1956762 6.3140125 -1.5891994 -10.4127309 11.2492488 13.5428535 293.1609030
71.3400 37.6213795 -122.3805356 17.1639038 6.3187507 -1.5886202 -10.4158130 11.2483772 13.5461613 293.1794325
71.3600 37.6213807 -122.3805379 17.1321424 6.3234369 -1.5880688 -10.4187630 11.2475057 13.5494950 293.1979511
71.3800 37.6213818 -122.3805403 17.1003915 6.3280675 -1.5875472 -10.4215627 11.2466345 13.5528544 293.2164582
71.4000 37.6213830 -122.3805427 17.0686503 6.3326372 -1.5870576 -10.4242037 11.2457635 13.5562389 293.2349534
71.4200 37.6213841 -122.3805450 17.0369183 6.3371415 -1.5866019 -10.4266770 11.2448928 13.5596481 293.2534363
71.4400 37.6213852 -122.3805474 17.0051947 6.3415771 -1.5861822 -10.4289739 11.2440224 13.5630816 293.2719063
71.4600 37.6213864 -122.3805498 16.9734787 6.3459406 -1.5858001 -10.4310854 11.2431522 13.5665389 293.2903630
71.4800 37.6213875 -122.3805521 16.9417695 6.3502272 -1.5854575 -10.4329940 11.2422825 13.5700195 293.3088058
71.5000 37.6213887 -122.3805545 16.9100664 6.3544329 -1.5851560 -10.4346997 11.2414131 13.5735231 293.3272343
71.5200 37.6213898 -122.3805569 16.8783684 6.3585553 -1.5848972 -10.4361978 11.2405441 13.5770492 293.3456478
71.5400 37.6213909 -122.3805592 16.8466748 6.3625914 -1.5846825 -10.4374664 11.2396755 13.5805972 293.3640458
71.5600 37.6213921 -122.3805616 16.8149845 6.3665367 -1.5845134 -10.4385192 11.2388074 13.5841668 293.3824278
71.5800 37.6213932 -122.3805640 16.7832967 6.3703899 -1.5843910 -10.4393289 11.2379397 13.5877576 293.4007933
71.6000 37.6213944 -122.3805663 16.7516104 6.3741473 -1.5843165 -10.4399094 11.2370726 13.5913690 293.4191416
71.6200 37.6213955 -122.3805687 16.7199245 6.3778067 -1.5842910 -10.4402338 11.2362059 13.5950006 293.4374723
71.6400 37.6213967 -122.3805711 16.6882382 6.3813657 -1.5843154 -10.4403200 11.2353399 13.5986520 293.4557846
71.6600 37.6213978 -122.3805734 16.6565504 6.3848234 -1.5843904 -10.4401459 11.2344744 13.6023227 293.4740782
71.6800 37.6213990 -122.3805758 16.6248601 6.3881758 -1.5845169 -10.4397158 11.2336096 13.6060123 293.4923523
71.7000 37.6214001 -122.3805782 16.5931662 6.3914229 -1.5846955 -10.4390254 11.2327454 13.6097203 293.5106064
71.7200 37.6214013 -122.3805805 16.5614677 6.3945632 -1.5849266 -10.4380746 11.2318819 13.6134464 293.5288400
71.7400 37.6214024 -122.3805829 16.5297634 6.3975942 -1.5852106 -10.4368634 11.2310191 13.6171901 293.5470524
71.7600 37.6214035 -122.3805853 16.4980525 6.4005173 -1.5855477 -10.4353787 11.2301571 13.6209509 293.5652431
71.7800 37.6214047 -122.3805876 16.4663337 6.4033295 -1.5859382 -10.4336292 11.2292959 13.6247285 293.5834115
71.8000 37.6214058 -122.3805900 16.4346061 6.4060303 -1.5863822 -10.4316194 11.2284355 13.6285225 293.6015570
71.8200 37.6214070 -122.3805924 16.4028685 6.4086215 -1.5868795 -10.4293403 11.2275760 13.6323324 293.6196791
71.8400 37.6214082 -122.3805947 16.3711199 6.4111007 -1.5874300 -10.4267920 11.2267174 13.6361578 293.6377772
71.8600 37.6214093 -122.3805971 16.3393592 6.4134692 -1.5880334 -10.4239836 11.2258598 13.6399985 293.6558507
71.8800 37.6214105 -122.3805995 16.3075854 6.4157267 -1.5886894 -10.4209145 11.2250032 13.6438539 293.6738990
71.9000 37.6214116 -122.3806018 16.2757975 6.4178747 -1.5893975 -10.4175853 11.2241476 13.6477237 293.6919218
71.9200 37.6214128 -122.3806042 16.2439943 6.4199117 -1.5901571 -10.4140000 11.2232931 13.6516076 293.7099183
71.9400 37.6214139 -122.3806065 16.2121750 6.4218413 -1.5909676 -10.4101631 11.2224398 13.6555051 293.7278880
71.9600 37.6214151 -122.3806089 16.1803384 6.4236629 -1.5918282 -10.4060705 11.2215877 13.6594160 293.7458305
71.9800 37.6214162 -122.3806113 16.1484837 6.4253780 -1.5927382 -10.4017438 11.2207368 13.6633399 293.7637452
72.0000 37.6214174 -122.3806136 16.1166097 6.4269890 -1.5936965 -10.3971700 11.2198872 13.6672764 293.7816316
72.0200 37.6214185 -122.3806160 16.0847157 6.4284957 -1.5947022 -10.3923667 11.2190390 13.6712252 293.7994893
72.0400 37.6214197 -122.3806183 16.0528006 6.4299022 -1.5957542 -10.3873296 11.2181923 13.6751861 293.8173176
72.0600 37.6214208 -122.3806207 16.0208636 6.4312084 -1.5968514 -10.3820762 11.2173470 13.6791587 293.8351163
72.0800 37.6214220 -122.3806230 15.9889037 6.4324175 -1.5979924 -10.3765977 11.2165032 13.6831426 293.8528847
72.1000 37.6214232 -122.3806254 15.9569202 6.4335325 -1.5991760 -10.3709207 11.2156610 13.6871377 293.8706226
72.1200 37.6214243 -122.3806277 15.9249122 6.4345538 -1.6004009 -10.3650317 11.2148205 13.6911436 293.8883293
72.1400 37.6214255 -122.3806301 15.8928789 6.4354853 -1.6016655 -10.3589530 11.2139818 13.6951600 293.9060046
72.1600 37.6214266 -122.3806324 15.8608195 6.4363308 -1.6029686 -10.3526889 11.2131448 13.6991867 293.9236480
72.1800 37.6214278 -122.3806348 15.8287333 6.4370905 -1.6043084 -10.3462396 11.2123097 13.7032233 293.9412592
72.2000 37.6214289 -122.3806371 15.7966197 6.4377691 -1.6056835 -10.3396180 11.2114765 13.7072698 293.9588377
72.2200 37.6214301 -122.3806395 15.7644778 6.4383697 -1.6070922 -10.3328377 11.2106453 13.7113257 293.9763832
72.2400 37.6214312 -122.3806418 15.7323072 6.4388954 -1.6085330 -10.3259071 11.2098161 13.7153908 293.9938953
72.2600 37.6214324 -122.3806442 15.7001071 6.4393479 -1.6100039 -10.3188178 11.2089891 13.7194650 294.0113739
72.2800 37.6214336 -122.3806465 15.6678770 6.4397333 -1.6115034 -10.3116048 11.2081643 13.7235479 294.0288184
72.3000 37.6214347 -122.3806488 15.6356164 6.4400527 -1.6130297 -10.3042550 11.2073418 13.7276393 294.0462287
72.3200 37.6214359 -122.3806512 15.6033248 6.4403105 -1.6145811 -10.2967905 11.2065216 13.7317391 294.0636045
72.3400 37.6214370 -122.3806535 15.5710017 6.4405107 -1.6161558 -10.2892156 11.2057038 13.7358470 294.0809455
72.3600 37.6214382 -122.3806558 15.5386467 6.4406565 -1.6177518 -10.2815393 11.2048885 13.7399628 294.0982515
72.3800 37.6214393 -122.3806582 15.5062593 6.4407507 -1.6193676 -10.2737745 11.2040757 13.7440863 294.1155223
72.4000 37.6214405 -122.3806605 15.4738393 6.4407983 -1.6210011 -10.2659215 11.2032656 13.7482172 294.1327577
72.4200 37.6214417 -122.3806628 15.4413863 6.4408031 -1.6226507 -10.2580023 11.2024581 13.7523554 294.1499574
72.4400 37.6214428 -122.3806651 15.4089000 6.4407674 -1.6243145 -10.2500169 11.2016533 13.7565007 294.1671213
72.4600 37.6214440 -122.3806675 15.3763802 6.4406968 -1.6259906 -10.2419785 11.2008514 13.7606528 294.1842494
72.4800 37.6214451 -122.3806698 15.3438266 6.4405939 -1.6276773 -10.2338959 11.2000524 13.7648116 294.2013414
72.5000 37.6214463 -122.3806721 15.3112392 6.4404633 -1.6293728 -10.2257736 11.1992562 13.7689769 294.2183972
72.5200 37.6214474 -122.3806744 15.2786176 6.4403082 -1.6310753 -10.2176293 11.1984631 13.7731485 294.2354168
72.5400 37.6214486 -122.3806767 15.2459620 6.4401325 -1.6327831 -10.2094628 11.1976731 13.7773262 294.2524000
72.5600 37.6214498 -122.3806790 15.2132721 6.4399402 -1.6344943 -10.2012919 11.1968861 13.7815098 294.2693468
72.5800 37.6214509 -122.3806814 15.1805480 6.4397355 -1.6362073 -10.1931164 11.1961024 13.7856991 294.2862573
72.6000 37.6214521 -122.3806837 15.1477895 6.4395207 -1.6379204 -10.1849500 11.1953218 13.7898939 294.3031313
72.6200 37.6214532 -122.3806860 15.1149969 6.4393016 -1.6396319 -10.1768010 11.1945446 13.7940940 294.3199688
72.6400 37.6214544 -122.3806883 15.0821701 6.4390800 -1.6413402 -10.1686741 11.1937706 13.7982992 294.3367699
72.6600 37.6214555 -122.3806906 15.0493092 6.4388607 -1.6430437 -10.1605869 11.1930001 13.8025094 294.3535346
72.6800 37.6214567 -122.3806929 15.0164144 6.4386473 -1.6447408 -10.1525306 11.1922329 13.8067243 294.3702629
72.7000 37.6214579 -122.3806952 14.9834858 6.4384422 -1.6464300 -10.1445315 11.1914693 13.8109438 294.3869549
72.7200 37.6214590 -122.3806975 14.9505236 6.4382503 -1.6481098 -10.1365856 11.1907091 13.8151676 294.4036107
72.7400 37.6214602 -122.3806998 14.9175280 6.4380749 -1.6497787 -10.1286968 11.1899524 13.8193955 294.4202304
72.7600 37.6214613 -122.3807021 14.8844993 6.4379177 -1.6514353 -10.1208876 11.1891993 13.8236273 294.4368140
72.7800 37.6214625 -122.3807044 14.8514378 6.4377849 -1.6530782 -10.1131445 11.1884498 13.8278628 294.4533618
72.8000 37.6214636 -122.3807067 14.8183437 6.4376769 -1.6547061 -10.1054940 11.1877039 13.8321018 294.4698739
72.8200 37.6214648 -122.3807090 14.7852173 6.4375987 -1.6563177 -10.0979319 11.1869617 13.8363440 294.4863503
72.8400 37.6214659 -122.3807112 14.7520591 6.4375532 -1.6579117 -10.0904623 11.1862231 13.8405893 294.5027914
72.8600 37.6214671 -122.3807135 14.7188693 6.4375436 -1.6594869 -10.0830943 11.1854882 13.8448374 294.5191972
72.8800 37.6214683 -122.3807158 14.6856485 6.4375711 -1.6610422 -10.0758365 11.1847570 13.8490881 294.5355680
72.9000 37.6214694 -122.3807181 14.6523970 6.4376417 -1.6625765 -10.0686935 11.1840295 13.8533412 294.5519040
72.9200 37.6214706 -122.3807204 14.6191152 6.4377555 -1.6640885 -10.0616652 11.1833056 13.8575964 294.5682054
72.9400 37.6214717 -122.3807227 14.5858036 6.4379169 -1.6655773 -10.0547604 11.1825855 13.8618534 294.5844725
72.9600 37.6214729 -122.3807249 14.5524628 6.4381280 -1.6670419 -10.0479838 11.1818691 13.8661121 294.6007054
72.9800 37.6214740 -122.3807272 14.5190932 6.4383913 -1.6684813 -10.0413437 11.1811563 13.8703722 294.6169046
73.0000 37.6214752 -122.3807295 14.4856953 6.4387099 -1.6698947 -10.0348361 11.1804472 13.8746333 294.6330702
73.0200 37.6214764 -122.3807318 14.4522697 6.4390860 -1.6712810 -10.0284742 11.1797418 13.8788954 294.6492025
73.0400 37.6214775 -122.3807340 14.4188169 6.4395214 -1.6726395 -10.0222491 11.1790401 13.8831580 294.6653019
73.0600 37.6214787 -122.3807363 14.3853375 6.4400199 -1.6739694 -10.0161828 11.1783420 13.8874210 294.6813687
73.0800 37.6214798 -122.3807386 14.3518321 6.4405821 -1.6752698 -10.0102665 11.1776474 13.8916840 294.6974032
73.1000 37.6214810 -122.3807408 14.3183013 6.4412108 -1.6765401 -10.0045004 11.1769565 13.8959469 294.7134056
73.1200 37.6214821 -122.3807431 14.2847457 6.4419092 -1.6777796 -9.9989019 11.1762691 13.9002092 294.7293765
73.1400 37.6214833 -122.3807454 14.2511659 6.4426780 -1.6789875 -9.9934579 11.1755852 13.9044709 294.7453160
73.1600 37.6214845 -122.3807476 14.2175627 6.4435194 -1.6801633 -9.9881860 11.1749047 13.9087315 294.7612246
73.1800 37.6214856 -122.3807499 14.1839365 6.4444360 -1.6813063 -9.9830774 11.1742277 13.9129907 294.7771027
73.2000 37.6214868 -122.3807522 14.1502882 6.4454286 -1.6824159 -9.9781365 11.1735541 13.9172484 294.7929506
73.2200 37.6214879 -122.3807544 14.1166184 6.4464999 -1.6834917 -9.9733764 11.1728839 13.9215042 294.8087687
73.2400 37.6214891 -122.3807567 14.0829277 6.4476514 -1.6845330 -9.9687886 11.1722169 13.9257578 294.8245575
73.2600 37.6214902 -122.3807590 14.0492169 6.4488845 -1.6855394 -9.9643728 11.1715532 13.9300090 294.8403173
73.2800 37.6214914 -122.3807612 14.0154867 6.4502017 -1.6865103 -9.9601425 11.1708926 13.9342574 294.8560485
73.3000 37.6214926 -122.3807635 13.9817378 6.4516032 -1.6874454 -9.9560931 11.1702352 13.9385028 294.8717516
73.3200 37.6214937 -122.3807657 13.9479709 6.4530916 -1.6883442 -9.9522247 11.1695808 13.9427449 294.8874270
73.3400 37.6214949 -122.3807680 13.9141868 6.4546677 -1.6892062 -9.9485460 11.1689295 13.9469834 294.9030752
73.3600 37.6214960 -122.3807702 13.8803862 6.4563334 -1.6900310 -9.9450483 11.1682811 13.9512180 294.9186965
73.3800 37.6214972 -122.3807725 13.8465698 6.4580896 -1.6908183 -9.9417403 11.1676357 13.9554485 294.9342914
73.4000 37.6214984 -122.3807747 13.8127385 6.4599388 -1.6915677 -9.9386265 11.1669930 13.9596745 294.9498604
73.4200 37.6214995 -122.3807770 13.7788929 6.4618801 -1.6922788 -9.9356982 11.1663531 13.9638958 294.9654040
73.4400 37.6215007 -122.3807793 13.7450339 6.4639172 -1.6929513 -9.9329684 11.1657158 13.9681121 294.9809225
73.4600 37.6215018 -122.3807815 13.7111622 6.4660490 -1.6935849 -9.9304328 11.1650812 13.9723231 294.9964166
73.4800 37.6215030 -122.3807838 13.6772786 6.4682785 -1.6941791 -9.9280914 11.1644492 13.9765285 295.0118866
73.5000 37.6215042 -122.3807860 13.6433839 6.4706066 -1.6947338 -9.9259443 11.1638196 13.9807282 295.0273331
73.5200 37.6215053 -122.3807883 13.6094789 6.4730323 -1.6952485 -9.9239958 11.1631925 13.9849218 295.0427564
73.5400 37.6215065 -122.3807905 13.5755645 6.4755599 -1.6957231 -9.9222546 11.1625677 13.9891091 295.0581573
73.5600 37.6215077 -122.3807928 13.5416413 6.4781874 -1.6961572 -9.9207076 11.1619452 13.9932898 295.0735360
73.5800 37.6215088 -122.3807950 13.5077103 6.4809179 -1.6965504 -9.9193595 11.1613248 13.9974637 295.0888931
73.6000 37.6215100 -122.3807973 13.4737723 6.4837516 -1.6969027 -9.9182229 11.1607067 14.0016305 295.1042292
73.6200 37.6215111 -122.3807995 13.4398280 6.4866889 -1.6972136 -9.9172852 11.1600906 14.0057901 295.1195447
73.6400 37.6215123 -122.3808018 13.4058783 6.4897310 -1.6974830 -9.9165547 11.1594764 14.0099422 295.1348402
73.6600 37.6215135 -122.3808040 13.3719241 6.4928790 -1.6977105 -9.9160318 11.1588643 14.0140866 295.1501161
73.6800 37.6215146 -122.3808062 13.3379662 6.4961335 -1.6978960 -9.9157119 11.1582540 14.0182230 295.1653730
73.7000 37.6215158 -122.3808085 13.3040054 6.4994954 -1.6980392 -9.9156083 11.1576455 14.0223513 295.1806114
73.7200 37.6215170 -122.3808107 13.2700426 6.5029656 -1.6981399 -9.9157034 11.1570387 14.0264713 295.1958319
73.7400 37.6215181 -122.3808130 13.2360787 6.5065432 -1.6981979 -9.9160189 11.1564337 14.0305827 295.2110348
73.7600 37.6215193 -122.3808152 13.2021144 6.5102311 -1.6982129 -9.9165420 11.1558302 14.0346855 295.2262209
73.7800 37.6215205 -122.3808175 13.1681507 6.5140290 -1.6981848 -9.9172771 11.1552284 14.0387794 295.2413906
73.8000 37.6215217 -122.3808197 13.1341885 6.5179365 -1.6981134 -9.9182238 11.1546280 14.0428643 295.2565443
73.8200 37.6215228 -122.3808220 13.1002285 6.5219555 -1.6979985 -9.9193914 11.1540291 14.0469400 295.2716828
73.8400 37.6215240 -122.3808242 13.0662717 6.5260848 -1.6978400 -9.9207664 11.1534317 14.0510064 295.2868065
73.8600 37.6215252 -122.3808265 13.0323189 6.5303272 -1.6976377 -9.9223575 11.1528356 14.0550634 295.3019159
73.8800 37.6215263 -122.3808287 12.9983711 6.5346805 -1.6973916 -9.9241652 11.1522408 14.0591108 295.3170116
73.9000 37.6215275 -122.3808310 12.9644291 6.5391470 -1.6971014 -9.9261933 11.1516472 14.0631484 295.3320941
73.9200 37.6215287 -122.3808332 12.9304937 6.5437254 -1.6967672 -9.9284333 11.1510549 14.0671763 295.3471639
73.9400 37.6215299 -122.3808355 12.8965660 6.5484164 -1.6963889 -9.9308940 11.1504638 14.0711943 295.3622216
73.9600 37.6215311 -122.3808377 12.8626466 6.5532199 -1.6959664 -9.9335710 11.1498739 14.0752023 295.3772677
73.9800 37.6215322 -122.3808400 12.8287366 6.5581371 -1.6954997 -9.9364643 11.1492851 14.0792002 295.3923028
74.0000 37.6215334 -122.3808423 12.7948368 6.5631664 -1.6949889 -9.9395737 11.1486974 14.0831880 295.4073273
74.0200 37.6215346 -122.3808445 12.7609482 6.5683076 -1.6944340 -9.9429040 11.1481107 14.0871655 295.4223419
74.0400 37.6215358 -122.3808468 12.7270715 6.5735618 -1.6938351 -9.9464549 11.1475251 14.0911328 295.4373470
74.0600 37.6215369 -122.3808490 12.6932076 6.5789282 -1.6931922 -9.9502132 11.1469405 14.0950897 295.4523431
74.0800 37.6215381 -122.3808513 12.6593575 6.5844054 -1.6925056 -9.9541966 11.1463569 14.0990363 295.4673309
74.1000 37.6215393 -122.3808535 12.6255220 6.5899941 -1.6917754 -9.9583875 11.1457742 14.1029724 295.4823107
74.1200 37.6215405 -122.3808558 12.5917020 6.5956931 -1.6910018 -9.9627946 11.1451926 14.1068982 295.4972832
74.1400 37.6215417 -122.3808581 12.5578983 6.6015014 -1.6901852 -9.9674223 11.1446119 14.1108134 295.5122488
74.1600 37.6215429 -122.3808603 12.5241117 6.6074193 -1.6893257 -9.9722533 11.1440321 14.1147182 295.5272080
74.1800 37.6215441 -122.3808626 12.4903433 6.6134450 -1.6884238 -9.9772958 11.1434533 14.1186125 295.5421615
74.2000 37.6215452 -122.3808648 12.4565937 6.6195776 -1.6874799 -9.9825504 11.1428754 14.1224963 295.5571095
74.2200 37.6215464 -122.3808671 12.4228638 6.6258156 -1.6864944 -9.9880079 11.1422984 14.1263696 295.5720527
74.2400 37.6215476 -122.3808694 12.3891544 6.6321589 -1.6854678 -9.9936728 11.1417223 14.1302324 295.5869916
74.2600 37.6215488 -122.3808716 12.3554664 6.6386048 -1.6844007 -9.9995364 11.1411472 14.1340847 295.6019266
74.2800 37.6215500 -122.3808739 12.3218005 6.6451522 -1.6832936 -10.0055987 11.1405730 14.1379266 295.6168582
74.3000 37.6215512 -122.3808762 12.2881576 6.6517993 -1.6821473 -10.0118593 11.1399997 14.1417579 295.6317869
74.3200 37.6215524 -122.3808785 12.2545383 6.6585452 -1.6809625 -10.0183099 11.1394273 14.1455789 295.6467131
74.3400 37.6215536 -122.3808807 12.2209435 6.6653865 -1.6797399 -10.0249502 11.1388559 14.1493893 295.6616374
