t lat lon h Vxg Vyg Vzg pitch roll tHdg
32.9400 37.6198172 -122.3738147 39.3659502 5.2670781 0.6562709 -21.6872296 10.3777434 -3.0091791 279.9624489
32.9600 37.6198181 -122.3738196 39.3790870 5.2637248 0.6568382 -21.6870512 10.3863576 -3.0030468 279.9528571
32.9800 37.6198190 -122.3738245 39.3922360 5.2603470 0.6574521 -21.6867282 10.3951104 -2.9970988 279.9432972
33.0000 37.6198200 -122.3738294 39.4053983 5.2569458 0.6581112 -21.6862472 10.4039994 -2.9913427 279.9337704
33.0200 37.6198209 -122.3738343 39.4185745 5.2535186 0.6588144 -21.6856038 10.4130223 -2.9857862 279.9242775
33.0400 37.6198219 -122.3738392 39.4317657 5.2500642 0.6595602 -21.6847891 10.4221761 -2.9804368 279.9148195
33.0600 37.6198228 -122.3738442 39.4449727 5.2465832 0.6603472 -21.6838076 10.4314581 -2.9753022 279.9053975
33.0800 37.6198238 -122.3738491 39.4581962 5.2430728 0.6611739 -21.6826373 10.4408653 -2.9703902 279.8960126
33.1000 37.6198247 -122.3738540 39.4714369 5.2395326 0.6620388 -21.6812869 10.4503943 -2.9657082 279.8866657
33.1200 37.6198256 -122.3738589 39.4846958 5.2359610 0.6629403 -21.6797386 10.4600417 -2.9612639 279.8773579
33.1400 37.6198266 -122.3738638 39.4979733 5.2323572 0.6638766 -21.6779971 10.4698040 -2.9570647 279.8680904
33.1600 37.6198275 -122.3738687 39.5112702 5.2287198 0.6648462 -21.6760401 10.4796774 -2.9531180 279.8588642
33.1800 37.6198285 -122.3738737 39.5245872 5.2250471 0.6658472 -21.6738765 10.4896580 -2.9494312 279.8496804
33.2000 37.6198294 -122.3738786 39.5379247 5.2213380 0.6668778 -21.6714887 10.4997415 -2.9460114 279.8405403
33.2200 37.6198303 -122.3738835 39.5512834 5.2175915 0.6679363 -21.6688720 10.5099236 -2.9428657 279.8314449
33.2400 37.6198313 -122.3738884 39.5646638 5.2138052 0.6690206 -21.6660178 10.5201999 -2.9400008 279.8223955
33.2600 37.6198322 -122.3738933 39.5780664 5.2099794 0.6701288 -21.6629217 10.5305655 -2.9374236 279.8133932
33.2800 37.6198331 -122.3738982 39.5914916 5.2061106 0.6712591 -21.6595791 10.5410156 -2.9351405 279.8044392
33.3000 37.6198341 -122.3739031 39.6049398 5.2021988 0.6724094 -21.6559724 10.5515452 -2.9331578 279.7955348
33.3200 37.6198350 -122.3739080 39.6184113 5.1982425 0.6735776 -21.6521059 10.5621489 -2.9314815 279.7866811
33.3400 37.6198359 -122.3739130 39.6319066 5.1942401 0.6747618 -21.6479666 10.5728214 -2.9301175 279.7778795
33.3600 37.6198369 -122.3739179 39.6454258 5.1901902 0.6759600 -21.6435453 10.5835570 -2.9290712 279.7691311
33.3800 37.6198378 -122.3739228 39.6589692 5.1860920 0.6771699 -21.6388424 10.5943500 -2.9283480 279.7604373
33.4000 37.6198387 -122.3739277 39.6725370 5.1819433 0.6783897 -21.6338441 10.6051944 -2.9279528 279.7517992
33.4200 37.6198397 -122.3739326 39.6861293 5.1777439 0.6796171 -21.6285553 10.6160840 -2.9278903 279.7432181
33.4400 37.6198406 -122.3739375 39.6997463 5.1734918 0.6808503 -21.6229536 10.6270128 -2.9281647 279.7346953
33.4600 37.6198415 -122.3739424 39.7133881 5.1691863 0.6820870 -21.6170435 10.6379742 -2.9287800 279.7262321
33.4800 37.6198425 -122.3739473 39.7270546 5.1648259 0.6833253 -21.6108249 10.6489617 -2.9297398 279.7178297
33.5000 37.6198434 -122.3739522 39.7407458 5.1604104 0.6845632 -21.6042803 10.6599687 -2.9310474 279.7094894
33.5200 37.6198443 -122.3739571 39.7544618 5.1559378 0.6857987 -21.5974093 10.6709884 -2.9327055 279.7012124
33.5400 37.6198452 -122.3739620 39.7682024 5.1514086 0.6870298 -21.5902168 10.6820138 -2.9347168 279.6930000
33.5600 37.6198462 -122.3739669 39.7819675 5.1468210 0.6882547 -21.5826890 10.6930379 -2.9370832 279.6848534
33.5800 37.6198471 -122.3739718 39.7957569 5.1421747 0.6894715 -21.5748306 10.7040536 -2.9398062 279.6767739
33.6000 37.6198480 -122.3739767 39.8095705 5.1374695 0.6906784 -21.5666284 10.7150537 -2.9428873 279.6687626
33.6200 37.6198489 -122.3739815 39.8234080 5.1327049 0.6918736 -21.5580865 10.7260308 -2.9463270 279.6608209
33.6400 37.6198498 -122.3739864 39.8372691 5.1278792 0.6930555 -21.5492138 10.7369777 -2.9501257 279.6529497
33.6600 37.6198508 -122.3739913 39.8511535 5.1229941 0.6942224 -21.5399928 10.7478869 -2.9542832 279.6451504
33.6800 37.6198517 -122.3739962 39.8650610 5.1180490 0.6953729 -21.5304365 10.7587509 -2.9587990 279.6374240
33.7000 37.6198526 -122.3740011 39.8789911 5.1130434 0.6965055 -21.5205404 10.7695622 -2.9636720 279.6297716
33.7200 37.6198535 -122.3740060 39.8929435 5.1079783 0.6976188 -21.5103047 10.7803133 -2.9689006 279.6221944
33.7400 37.6198544 -122.3740108 39.9069177 5.1028532 0.6987116 -21.4997379 10.7909966 -2.9744828 279.6146934
33.7600 37.6198554 -122.3740157 39.9209134 5.0976697 0.6997827 -21.4888359 10.8016045 -2.9804161 279.6072695
33.7800 37.6198563 -122.3740206 39.9349300 5.0924267 0.7008310 -21.4776071 10.8121296 -2.9866976 279.5999239
33.8000 37.6198572 -122.3740254 39.9489671 5.0871275 0.7018555 -21.4660606 10.8225643 -2.9933237 279.5926574
33.8200 37.6198581 -122.3740303 39.9630242 5.0817703 0.7028555 -21.4541963 10.8329011 -3.0002906 279.5854710
33.8400 37.6198590 -122.3740352 39.9771008 5.0763586 0.7038302 -21.4420227 10.8431325 -3.0075937 279.5783655
33.8600 37.6198599 -122.3740400 39.9911964 5.0708923 0.7047790 -21.4295446 10.8532513 -3.0152283 279.5713417
33.8800 37.6198608 -122.3740449 40.0053104 5.0653734 0.7057014 -21.4167793 10.8632500 -3.0231889 279.5644004
33.9000 37.6198617 -122.3740497 40.0194423 5.0598032 0.7065971 -21.4037269 10.8731214 -3.0314697 279.5575423
33.9200 37.6198626 -122.3740546 40.0335917 5.0541838 0.7074658 -21.3904049 10.8828584 -3.0400644 279.5507682
33.9400 37.6198635 -122.3740594 40.0477578 5.0485174 0.7083074 -21.3768180 10.8924540 -3.0489661 279.5440785
33.9600 37.6198645 -122.3740643 40.0619403 5.0428044 0.7091221 -21.3629834 10.9019013 -3.0581677 279.5374739
33.9800 37.6198654 -122.3740691 40.0761385 5.0370493 0.7099099 -21.3489145 10.9111935 -3.0676614 279.5309549
34.0000 37.6198663 -122.3740740 40.0903519 5.0312537 0.7106713 -21.3346243 10.9203239 -3.0774391 279.5245219
34.0200 37.6198672 -122.3740788 40.1045800 5.0254198 0.7114066 -21.3201265 10.9292862 -3.0874923 279.5181752
34.0400 37.6198681 -122.3740836 40.1188223 5.0195507 0.7121165 -21.3054380 10.9380740 -3.0978120 279.5119152
34.0600 37.6198690 -122.3740884 40.1330784 5.0136493 0.7128017 -21.2905771 10.9466812 -3.1083887 279.5057422
34.0800 37.6198699 -122.3740933 40.1473476 5.0077189 0.7134631 -21.2755609 10.9551019 -3.1192128 279.4996562
34.1000 37.6198708 -122.3740981 40.1616297 5.0017626 0.7141018 -21.2604116 10.9633303 -3.1302739 279.4936573
34.1200 37.6198717 -122.3741029 40.1759240 4.9957826 0.7147188 -21.2451426 10.9713609 -3.1415617 279.4877456
34.1400 37.6198726 -122.3741077 40.1902304 4.9897851 0.7153156 -21.2297712 10.9791886 -3.1530651 279.4819211
34.1600 37.6198735 -122.3741125 40.2045482 4.9837709 0.7158935 -21.2143328 10.9868081 -3.1647729 279.4761835
34.1800 37.6198743 -122.3741173 40.2188773 4.9777451 0.7164541 -21.1988364 10.9942148 -3.1766735 279.4705327
34.2000 37.6198752 -122.3741221 40.2332173 4.9717120 0.7169991 -21.1833079 11.0014040 -3.1887551 279.4649684
34.2200 37.6198761 -122.3741269 40.2475679 4.9656743 0.7175303 -21.1677742 11.0083715 -3.2010053 279.4594902
34.2400 37.6198770 -122.3741317 40.2619289 4.9596375 0.7180497 -21.1522528 11.0151132 -3.2134119 279.4540976
34.2600 37.6198779 -122.3741365 40.2763001 4.9536054 0.7185594 -21.1367745 11.0216254 -3.2259619 279.4487900
34.2800 37.6198788 -122.3741413 40.2906813 4.9475813 0.7190614 -21.1213615 11.0279046 -3.2386425 279.4435669
34.3000 37.6198797 -122.3741461 40.3050725 4.9415705 0.7195581 -21.1060399 11.0339477 -3.2514404 279.4384276
34.3200 37.6198806 -122.3741509 40.3194735 4.9355775 0.7200520 -21.0908321 11.0397517 -3.2643423 279.4333711
34.3400 37.6198815 -122.3741557 40.3338844 4.9296067 0.7205453 -21.0757688 11.0453141 -3.2773345 279.4283967
34.3600 37.6198823 -122.3741604 40.3483052 4.9236623 0.7210408 -21.0608808 11.0506326 -3.2904032 279.4235033
34.3800 37.6198832 -122.3741652 40.3627361 4.9177493 0.7215410 -21.0461813 11.0557052 -3.3035347 279.4186898
34.4000 37.6198841 -122.3741700 40.3771770 4.9118727 0.7220488 -21.0317102 11.0605304 -3.3167147 279.4139552
34.4200 37.6198850 -122.3741748 40.3916284 4.9060357 0.7225667 -21.0174937 11.0651067 -3.3299293 279.4092980
34.4400 37.6198859 -122.3741795 40.4060903 4.9002447 0.7230978 -21.0035541 11.0694331 -3.3431641 279.4047171
34.4600 37.6198868 -122.3741843 40.4205632 4.8945033 0.7236449 -20.9899176 11.0735090 -3.3564050 279.4002109
34.4800 37.6198876 -122.3741890 40.4350474 4.8888171 0.7242109 -20.9766195 11.0773340 -3.3696375 279.3957779
34.5000 37.6198885 -122.3741938 40.4495434 4.8831891 0.7247987 -20.9636865 11.0809081 -3.3828473 279.3914166
34.5200 37.6198894 -122.3741985 40.4640516 4.8776258 0.7254115 -20.9511360 11.0842314 -3.3960200 279.3871251
34.5400 37.6198903 -122.3742033 40.4785727 4.8721304 0.7260521 -20.9390033 11.0873046 -3.4091414 279.3829018
34.5600 37.6198911 -122.3742080 40.4931072 4.8667078 0.7267236 -20.9273149 11.0901287 -3.4221972 279.3787447
34.5800 37.6198920 -122.3742128 40.5076557 4.8613625 0.7274289 -20.9160929 11.0927048 -3.4351731 279.3746520
34.6000 37.6198929 -122.3742175 40.5222192 4.8560992 0.7281710 -20.9053726 11.0950344 -3.4480550 279.3706214
34.6200 37.6198937 -122.3742223 40.5367982 4.8509208 0.7289529 -20.8951671 11.0971195 -3.4608288 279.3666510
34.6400 37.6198946 -122.3742270 40.5513938 4.8458339 0.7297774 -20.8855073 11.0989622 -3.4734807 279.3627385
34.6600 37.6198955 -122.3742317 40.5660067 4.8408392 0.7306475 -20.8764243 11.1005650 -3.4859968 279.3588816
34.6800 37.6198964 -122.3742365 40.5806380 4.8359432 0.7315659 -20.8679222 11.1019306 -3.4983636 279.3550779
34.7000 37.6198972 -122.3742412 40.5952887 4.8311488 0.7325352 -20.8600453 11.1030621 -3.5105677 279.3513250
34.7200 37.6198981 -122.3742459 40.6099599 4.8264594 0.7335583 -20.8528024 11.1039628 -3.5225958 279.3476204
34.7400 37.6198990 -122.3742506 40.6246526 4.8218783 0.7346375 -20.8462200 11.1046363 -3.5344350 279.3439615
34.7600 37.6198998 -122.3742554 40.6393682 4.8174098 0.7357755 -20.8403113 11.1050866 -3.5460724 279.3403456
34.7800 37.6199007 -122.3742601 40.6541076 4.8130550 0.7369744 -20.8351070 11.1053177 -3.5574957 279.3367699
34.8000 37.6199016 -122.3742648 40.6688724 4.8088188 0.7382366 -20.8306118 11.1053340 -3.5686924 279.3332318
34.8200 37.6199024 -122.3742695 40.6836637 4.8047023 0.7395640 -20.8268522 11.1051402 -3.5796508 279.3297283
34.8400 37.6199033 -122.3742743 40.6984828 4.8007092 0.7409587 -20.8238370 11.1047412 -3.5903592 279.3262566
34.8600 37.6199041 -122.3742790 40.7133313 4.7968408 0.7424224 -20.8215835 11.1041420 -3.6008062 279.3228136
34.8800 37.6199050 -122.3742837 40.7282104 4.7930996 0.7439567 -20.8201054 11.1033480 -3.6109809 279.3193963
34.9000 37.6199059 -122.3742884 40.7431217 4.7894867 0.7455632 -20.8194069 11.1023647 -3.6208727 279.3160017
34.9200 37.6199067 -122.3742931 40.7580665 4.7860044 0.7472431 -20.8195103 11.1011978 -3.6304713 279.3126266
34.9400 37.6199076 -122.3742979 40.7730465 4.7826537 0.7489975 -20.8204108 11.0998532 -3.6397668 279.3092679
34.9600 37.6199084 -122.3743026 40.7880630 4.7794351 0.7508273 -20.8221264 11.0983369 -3.6487497 279.3059223
34.9800 37.6199093 -122.3743073 40.8031177 4.7763497 0.7527332 -20.8246528 11.0966551 -3.6574109 279.3025867
35.0000 37.6199102 -122.3743120 40.8182120 4.7733986 0.7547157 -20.8279985 11.0948142 -3.6657417 279.2992577
35.0200 37.6199110 -122.3743168 40.8333475 4.7705812 0.7567751 -20.8321637 11.0928206 -3.6737338 279.2959320
35.0400 37.6199119 -122.3743215 40.8485257 4.7678975 0.7589115 -20.8371528 11.0906811 -3.6813794 279.2926064
35.0600 37.6199127 -122.3743262 40.8637482 4.7653469 0.7611247 -20.8429616 11.0884021 -3.6886711 279.2892774
35.0800 37.6199136 -122.3743309 40.8790165 4.7629294 0.7634142 -20.8495898 11.0859907 -3.6956018 279.2859417
35.1000 37.6199144 -122.3743357 40.8943321 4.7606438 0.7657797 -20.8570201 11.0834535 -3.7021652 279.2825960
35.1200 37.6199153 -122.3743404 40.9096965 4.7584887 0.7682200 -20.8652612 11.0807976 -3.7083551 279.2792368
35.1400 37.6199161 -122.3743451 40.9251112 4.7564626 0.7707342 -20.8743041 11.0780300 -3.7141658 279.2758608
35.1600 37.6199170 -122.3743499 40.9405776 4.7545641 0.7733209 -20.8841229 11.0751576 -3.7195924 279.2724645
35.1800 37.6199178 -122.3743546 40.9560972 4.7527909 0.7759785 -20.8947260 11.0721875 -3.7246300 279.2690445
35.2000 37.6199187 -122.3743593 40.9716713 4.7511409 0.7787053 -20.9060871 11.0691268 -3.7292746 279.2655976
35.2200 37.6199196 -122.3743641 40.9873013 4.7496106 0.7814991 -20.9181930 11.0659825 -3.7335223 279.2621202
35.2400 37.6199204 -122.3743688 41.0029884 4.7481985 0.7843577 -20.9310262 11.0627616 -3.7373699 279.2586092
35.2600 37.6199213 -122.3743736 41.0187340 4.7469006 0.7872784 -20.9445733 11.0594712 -3.7408147 279.2550610
35.2800 37.6199221 -122.3743783 41.0345392 4.7457132 0.7902585 -20.9588079 11.0561182 -3.7438543 279.2514724
35.3000 37.6199230 -122.3743831 41.0504051 4.7446328 0.7932950 -20.9737127 11.0527095 -3.7464869 279.2478402
35.3200 37.6199238 -122.3743879 41.0663328 4.7436569 0.7963846 -20.9892563 11.0492520 -3.7487111 279.2441610
35.3400 37.6199247 -122.3743926 41.0823232 4.7427787 0.7995238 -21.0054217 11.0457524 -3.7505260 279.2404317
35.3600 37.6199255 -122.3743974 41.0983774 4.7419966 0.8027088 -21.0221777 11.0422174 -3.7519312 279.2366491
35.3800 37.6199264 -122.3744022 41.1144961 4.7413035 0.8059358 -21.0394935 11.0386536 -3.7529267 279.2328100
35.4000 37.6199272 -122.3744069 41.1306801 4.7406954 0.8092005 -21.0573514 11.0350673 -3.7535130 279.2289114
35.4200 37.6199281 -122.3744117 41.1469301 4.7401686 0.8124987 -21.0756989 11.0314650 -3.7536910 279.2249503
35.4400 37.6199289 -122.3744165 41.1632466 4.7397159 0.8158256 -21.0945268 11.0278528 -3.7534621 279.2209237
35.4600 37.6199298 -122.3744213 41.1796302 4.7393329 0.8191765 -21.1137822 11.0242367 -3.7528281 279.2168286
35.4800 37.6199306 -122.3744261 41.1960811 4.7390136 0.8225466 -21.1334434 11.0206227 -3.7517912 279.2126623
35.5000 37.6199315 -122.3744309 41.2125997 4.7387519 0.8259306 -21.1534619 11.0170163 -3.7503541 279.2084219
35.5200 37.6199323 -122.3744357 41.2291862 4.7385423 0.8293232 -21.1738064 11.0134233 -3.7485198 279.2041047
35.5400 37.6199332 -122.3744405 41.2458405 4.7383793 0.8327190 -21.1944420 11.0098489 -3.7462918 279.1997081
35.5600 37.6199340 -122.3744453 41.2625628 4.7382552 0.8361123 -21.2153292 11.0062983 -3.7436740 279.1952296
35.5800 37.6199349 -122.3744501 41.2793527 4.7381640 0.8394976 -21.2364148 11.0027764 -3.7406706 279.1906667
35.6000 37.6199357 -122.3744549 41.2962101 4.7381008 0.8428687 -21.2576724 10.9992880 -3.7372863 279.1860169
35.6200 37.6199366 -122.3744597 41.3131345 4.7380572 0.8462199 -21.2790537 10.9958377 -3.7335259 279.1812780
35.6400 37.6199374 -122.3744646 41.3301254 4.7380268 0.8495449 -21.3005187 10.9924298 -3.7293950 279.1764478
35.6600 37.6199383 -122.3744694 41.3471822 4.7380040 0.8528376 -21.3220193 10.9890684 -3.7248990 279.1715241
35.6800 37.6199391 -122.3744743 41.3643040 4.7379817 0.8560918 -21.3435155 10.9857573 -3.7200440 279.1665049
35.7000 37.6199400 -122.3744791 41.3814900 4.7379522 0.8593012 -21.3649679 10.9825003 -3.7148364 279.1613883
35.7200 37.6199408 -122.3744839 41.3987392 4.7379094 0.8624593 -21.3863279 10.9793006 -3.7092827 279.1561725
35.7400 37.6199417 -122.3744888 41.4160504 4.7378468 0.8655599 -21.4075425 10.9761615 -3.7033898 279.1508557
35.7600 37.6199425 -122.3744937 41.4334223 4.7377572 0.8685964 -21.4285853 10.9730860 -3.6971649 279.1454363
35.7800 37.6199434 -122.3744985 41.4508536 4.7376340 0.8715625 -21.4494036 10.9700765 -3.6906155 279.1399127
35.8000 37.6199442 -122.3745034 41.4683426 4.7374702 0.8744519 -21.4699444 10.9671357 -3.6837492 279.1342836
35.8200 37.6199451 -122.3745083 41.4858878 4.7372596 0.8772579 -21.4901765 10.9642657 -3.6765739 279.1285477
35.8400 37.6199459 -122.3745131 41.5034873 4.7369952 0.8799744 -21.5100519 10.9614685 -3.6690978 279.1227038
35.8600 37.6199468 -122.3745180 41.5211392 4.7366708 0.8825951 -21.5295219 10.9587456 -3.6613292 279.1167508
35.8800 37.6199476 -122.3745229 41.5388414 4.7362800 0.8851136 -21.5485556 10.9560987 -3.6532766 279.1106877
35.9000 37.6199485 -122.3745278 41.5565919 4.7358166 0.8875239 -21.5671001 10.9535289 -3.6449489 279.1045137
35.9200 37.6199493 -122.3745327 41.5743883 4.7352737 0.8898199 -21.5851201 10.9510371 -3.6363547 279.0982280
35.9400 37.6199502 -122.3745376 41.5922282 4.7346461 0.8919956 -21.6025673 10.9486242 -3.6275032 279.0918300
35.9600 37.6199510 -122.3745425 41.6101091 4.7339279 0.8940452 -21.6194105 10.9462905 -3.6184036 279.0853192
35.9800 37.6199519 -122.3745474 41.6280284 4.7331136 0.8959630 -21.6356061 10.9440364 -3.6090650 279.0786952
36.0000 37.6199527 -122.3745523 41.6459833 4.7321961 0.8977435 -21.6511138 10.9418619 -3.5994970 279.0719577
36.0200 37.6199536 -122.3745572 41.6639709 4.7311721 0.8993813 -21.6659032 10.9397668 -3.5897089 279.0651066
36.0400 37.6199544 -122.3745621 41.6819883 4.7300350 0.9008712 -21.6799344 10.9377508 -3.5797103 279.0581417
36.0600 37.6199553 -122.3745671 41.7000325 4.7287809 0.9022081 -21.6931723 10.9358131 -3.5695109 279.0510633
36.0800 37.6199561 -122.3745720 41.7181002 4.7274044 0.9033873 -21.7055858 10.9339530 -3.5591203 279.0438714
36.1000 37.6199570 -122.3745769 41.7361883 4.7259018 0.9044041 -21.7171443 10.9321694 -3.5485483 279.0365663
36.1200 37.6199578 -122.3745818 41.7542934 4.7242680 0.9052542 -21.7278122 10.9304611 -3.5378045 279.0291484
36.1400 37.6199587 -122.3745868 41.7724121 4.7224991 0.9059333 -21.7375676 10.9288268 -3.5268987 279.0216183
36.1600 37.6199595 -122.3745917 41.7905408 4.7205920 0.9064376 -21.7463840 10.9272648 -3.5158408 279.0139765
36.1800 37.6199604 -122.3745966 41.8086761 4.7185434 0.9067635 -21.7542220 10.9257735 -3.5046403 279.0062238
36.2000 37.6199612 -122.3746016 41.8268142 4.7163488 0.9069074 -21.7610768 10.9243507 -3.4933071 278.9983610
36.2200 37.6199621 -122.3746065 41.8449515 4.7140062 0.9068662 -21.7669178 10.9229946 -3.4818507 278.9903891
36.2400 37.6199629 -122.3746114 41.8630843 4.7115133 0.9066371 -21.7717182 10.9217029 -3.4702809 278.9823092
36.2600 37.6199638 -122.3746164 41.8812086 4.7088673 0.9062175 -21.7754740 10.9204732 -3.4586071 278.9741222
36.2800 37.6199646 -122.3746213 41.8993207 4.7060651 0.9056051 -21.7781538 10.9193031 -3.4468389 278.9658296
36.3000 37.6199655 -122.3746262 41.9174167 4.7031076 0.9047978 -21.7797582 10.9181899 -3.4349856 278.9574325
36.3200 37.6199663 -122.3746312 41.9354926 4.6999902 0.9037940 -21.7802602 10.9171310 -3.4230566 278.9489326
36.3400 37.6199672 -122.3746361 41.9535444 4.6967137 0.9025922 -21.7796558 10.9161234 -3.4110611 278.9403312
36.3600 37.6199680 -122.3746411 41.9715682 4.6932773 0.9011913 -21.7779360 10.9151644 -3.3990082 278.9316300
36.3800 37.6199688 -122.3746460 41.9895601 4.6896791 0.8995904 -21.7750961 10.9142510 -3.3869068 278.9228307
36.4000 37.6199697 -122.3746509 42.0075158 4.6859194 0.8977892 -21.7711234 10.9133800 -3.3747657 278.9139351
36.4200 37.6199705 -122.3746559 42.0254316 4.6819991 0.8957873 -21.7660307 10.9125484 -3.3625938 278.9049451
36.4400 37.6199714 -122.3746608 42.0433033 4.6779166 0.8935850 -21.7597960 10.9117530 -3.3503994 278.8958625
36.4600 37.6199722 -122.3746657 42.0611269 4.6736738 0.8911825 -21.7524327 10.9109906 -3.3381911 278.8866895
36.4800 37.6199730 -122.3746707 42.0788985 4.6692716 0.8885806 -21.7439495 10.9102579 -3.3259770 278.8774280
36.5000 37.6199739 -122.3746756 42.0966141 4.6647111 0.8857803 -21.7343331 10.9095518 -3.3137651 278.8680803
36.5200 37.6199747 -122.3746805 42.1142698 4.6599920 0.8827828 -21.7236101 10.9088688 -3.3015634 278.8586485
36.5400 37.6199755 -122.3746855 42.1318616 4.6551186 0.8795899 -21.7117714 10.9082058 -3.2893796 278.8491350
36.5600 37.6199764 -122.3746904 42.1493857 4.6500908 0.8762034 -21.6988393 10.9075594 -3.2772211 278.8395421
36.5800 37.6199772 -122.3746953 42.1668382 4.6449122 0.8726254 -21.6848269 10.9069265 -3.2650952 278.8298722
36.6000 37.6199781 -122.3747002 42.1842153 4.6395837 0.8688584 -21.6697341 10.9063036 -3.2530090 278.8201277
36.6200 37.6199789 -122.3747051 42.2015135 4.6341097 0.8649051 -21.6535964 10.9056878 -3.2409694 278.8103112
36.6400 37.6199797 -122.3747100 42.2187288 4.6284910 0.8607685 -21.6364092 10.9050757 -3.2289831 278.8004252
36.6600 37.6199805 -122.3747149 42.2358579 4.6227330 0.8564517 -21.6182121 10.9044643 -3.2170566 278.7904722
36.6800 37.6199814 -122.3747198 42.2528970 4.6168368 0.8519584 -21.5990097 10.9038504 -3.2051960 278.7804549
36.7000 37.6199822 -122.3747247 42.2698429 4.6108080 0.8472920 -21.5788284 10.9032313 -3.1934073 278.7703759
36.7200 37.6199830 -122.3747296 42.2866920 4.6046488 0.8424567 -21.5576989 10.9026038 -3.1816965 278.7602380
36.7400 37.6199839 -122.3747345 42.3034411 4.5983641 0.8374564 -21.5356389 10.9019651 -3.1700689 278.7500438
36.7600 37.6199847 -122.3747394 42.3200870 4.5919568 0.8322957 -21.5126706 10.9013126 -3.1585299 278.7397960
36.7800 37.6199855 -122.3747442 42.3366266 4.5854317 0.8269789 -21.4888291 10.9006435 -3.1470847 278.7294975
36.8000 37.6199863 -122.3747491 42.3530568 4.5787935 0.8215108 -21.4641363 10.8999553 -3.1357380 278.7191510
36.8200 37.6199871 -122.3747540 42.3693748 4.5720459 0.8158963 -21.4386234 10.8992454 -3.1244944 278.7087593
36.8400 37.6199880 -122.3747588 42.3855776 4.5651949 0.8101404 -21.4123209 10.8985117 -3.1133584 278.6983252
36.8600 37.6199888 -122.3747637 42.4016625 4.5582434 0.8042482 -21.3852600 10.8977518 -3.1023340 278.6878515
36.8800 37.6199896 -122.3747685 42.4176270 4.5511969 0.7982251 -21.3574668 10.8969636 -3.0914251 278.6773409
36.9000 37.6199904 -122.3747733 42.4334686 4.5440609 0.7920765 -21.3289813 10.8961451 -3.0806354 278.6667964
36.9200 37.6199912 -122.3747782 42.4491847 4.5368398 0.7858078 -21.2998386 10.8952945 -3.0699683 278.6562207
36.9400 37.6199920 -122.3747830 42.4647732 4.5295381 0.7794247 -21.2700563 10.8944100 -3.0594269 278.6456166
36.9600 37.6199929 -122.3747878 42.4802319 4.5221619 0.7729328 -21.2396830 10.8934900 -3.0490141 278.6349869
36.9800 37.6199937 -122.3747926 42.4955586 4.5147154 0.7663378 -21.2087494 10.8925331 -3.0387326 278.6243344
37.0000 37.6199945 -122.3747974 42.5107515 4.5072039 0.7596455 -21.1772866 10.8915380 -3.0285848 278.6136618
37.0200 37.6199953 -122.3748022 42.5258088 4.4996325 0.7528617 -21.1453339 10.8905034 -3.0185730 278.6029719
37.0400 37.6199961 -122.3748070 42.5407286 4.4920072 0.7459922 -21.1129183 10.8894283 -3.0086991 278.5922674
37.0600 37.6199969 -122.3748118 42.5555095 4.4843309 0.7390428 -21.0800789 10.8883119 -2.9989648 278.5815511
37.0800 37.6199977 -122.3748166 42.5701499 4.4766106 0.7320193 -21.0468558 10.8871533 -2.9893716 278.5708255
37.1000 37.6199985 -122.3748213 42.5846484 4.4688503 0.7249274 -21.0132708 10.8859520 -2.9799207 278.5600933
37.1200 37.6199993 -122.3748261 42.5990039 4.4610553 0.7177728 -20.9793683 10.8847074 -2.9706133 278.5493572
37.1400 37.6200001 -122.3748308 42.6132151 4.4532305 0.7105613 -20.9451742 10.8834193 -2.9614500 278.5386198
37.1600 37.6200009 -122.3748356 42.6272811 4.4453802 0.7032984 -20.9107244 10.8820875 -2.9524315 278.5278835
37.1800 37.6200017 -122.3748403 42.6412008 4.4375089 0.6959897 -20.8760581 10.8807119 -2.9435580 278.5171510
37.2000 37.6200025 -122.3748450 42.6549737 4.4296225 0.6886405 -20.8411932 10.8792926 -2.9348299 278.5064246
37.2200 37.6200033 -122.3748498 42.6685988 4.4217241 0.6812562 -20.8061738 10.8778299 -2.9262469 278.4957068
37.2400 37.6200041 -122.3748545 42.6820756 4.4138189 0.6738420 -20.7710262 10.8763241 -2.9178087 278.4850001
37.2600 37.6200049 -122.3748592 42.6954037 4.4059103 0.6664031 -20.7357725 10.8747756 -2.9095150 278.4743067
37.2800 37.6200057 -122.3748639 42.7085826 4.3980033 0.6589442 -20.7004525 10.8731852 -2.9013649 278.4636289
37.3000 37.6200065 -122.3748685 42.7216120 4.3901012 0.6514703 -20.6650926 10.8715535 -2.8933575 278.4529691
37.3200 37.6200072 -122.3748732 42.7344917 4.3822079 0.6439861 -20.6297060 10.8698814 -2.8854918 278.4423294
37.3400 37.6200080 -122.3748779 42.7472216 4.3743271 0.6364959 -20.5943412 10.8681699 -2.8777664 278.4317119
37.3600 37.6200088 -122.3748826 42.7598017 4.3664633 0.6290042 -20.5590070 10.8664200 -2.8701798 278.4211189
37.3800 37.6200096 -122.3748872 42.7722320 4.3586177 0.6215151 -20.5237254 10.8646330 -2.8627304 278.4105523
37.4000 37.6200104 -122.3748919 42.7845126 4.3507957 0.6140324 -20.4885277 10.8628101 -2.8554163 278.4000142
37.4200 37.6200112 -122.3748965 42.7966439 4.3429989 0.6065601 -20.4534352 10.8609528 -2.8482355 278.3895064
